id,Tweet,Subjectivity,Polarity,Target
259,RSV is the leading cause of acute lower respiratory tract infections in infants and young children. In recognition… ,0.65,0.35,Positive
260,"“Screening for hypertension is very important as the number of patients with hypertension is increasing,” says Dr. Mas…",1,0.52,Positive
261,Our member   and  supporting early screening and treatment for hypertension through Healthy Heart…,0.35,0.283333333,Positive
262,"As we mark WorldHypertensionDay, 150 million people in Sub-Saharan Africa are projected to have hypertension by 20… ",0,0,Neutral
263,Evaluating future water risks is an important component of our resilience planning for climate change. We’re progre… ,0.5625,0.2,Positive
264,"Ahead of WorldHypertensionDay, we celebrate 6 years since the launch of HealthyHeartAfrica. Discover how we work… ",0,0,Neutral
265,"People living with lupus may face significant unmet medical needs, and increased risk during COVID19. We’re follo… ",0.4375,0.1875,Positive
266,Hear from women on what it’s like to live with advanced breastcancer. We are supporting  in their mis… ,0.45,0.262121212,Positive
267,When it comes to managing severeasthma oral corticosteroids (OCS) play a critical role but can cause potentially d… ,0.9,0,Neutral
268,Welcome news to see CambridgeCancer Research Hospital become our closest neighbour on the . We look f… ,0.9,0.8,Positive
269,COVID19 has disrupted cancer care globally. Watch Dave Fredrickson discuss how we can maintain the pace of progres… ,0,0,Neutral
270,"Along with the breastcancer community, we urge people to contact their doctors, return to screenings and prioritis… ",0,0,Neutral
271,October marks RSVAwarenessMonth in the US. Respiratory syncytial virus is the most common cause of bronchiolitis a… ,0.5,0.1,Positive
272,COVID19 has caused disruption to cancer care. We ended September with our panel discussing the impact on prostate… ,0,0,Neutral
273,We’re hosting a webinar about our new CoSolve Open Innovation initiative. Our R&amp;D leaders will be on hand to answer… ,0.477272727,0.068181818,Positive
274,Congratulations to Emmanuelle Charpentier and Jennifer Doudna on being awarded the 2020 Nobel Prize in Chemistry fo… ,0,0,Neutral
275,Climate Week 2020 is over but the work continues - with accelerated delivery of our  targets and 100% rene… ,0,0,Neutral
276,"With CoSolve, our new virtual Open Innovation challenge, we are seeking bold ideas: Help us overcome seven challen… ",0.54040404,0.156565657,Positive
277,Around the world we’ve seen the COVID19 pandemic disrupt cancer care for millions. In partnership with the global… ,0,0,Neutral
278,STEM education is on our mind during SciFest. We challenged our own Puja Sapra to explain the science behind anti… ,0.85,0.1,Positive
279,COVID19 has disrupted cancer care for millions worldwide with diagnoses in 2020 falling by approximately 40% and l… ,0.6,-0.4,Negative
280,"“Men are seeing their GPs, men are getting their PSA blood tests and we are getting those referrals” – our panel of… ",0,0,Neutral
281,The global impact of COVID19 requires collaboration across all sectors to leverage the resources and skills necess… ,0,0,Neutral
282,"By collaborating with global leaders in research &amp; using the most advanced technologies, we are helping redefine me… ",0.366666667,0.3,Positive
283,"Cardiovascular disease is the leading cause of death on this planet. 

The best way to beat it, is to UseHeart 

World…",0.3,1,Positive
284,"Happy WorldHeartDay! ❤️

We have already reached millions of people around the world, how many more can we inspire? 

S…",0.666666667,0.666666667,Positive
285,On WorldHeartDay we’re proud to partner with  to shine a SpotlightOnHeartFailure. We’re calling on… ,1,0.8,Positive
286,COVID-19 has had a significant impact on cancer care. As PCAM20 draws to a close please join Dave Fredrickson and… ,0.875,0.375,Positive
287,COVID19 can’t stand in our way. We must maintain the pace of progress in oncology to help cancer patients access… ,0,0,Neutral
288,This WorldHeartDay we pledge to UseHeart as we work to advance science and bring life-changing innovation to thos… ,0,0,Neutral
289,"On 29 September WorldHeartDay 2020, we're celebrating all the ways we can UseHeart to beat CVD. 

Find out more at ht…",0.5,0.5,Positive
290,"Get ready for WorldHeartDay by finding out about the many causes and conditions of CVD ➡️ 

Fro…",0.5,0.35,Positive
291,We’re seeking bold ideas to help us create tomorrow’s medicines. Do you have a solution to our new CoSolve Open… ,0.560606061,0.234848485,Positive
292,"As we look to increase the accuracy of diagnostic methods, and to build on traditional approaches such as the TNM s… ",0.625,0,Neutral
293,Digital technologies are helping to create never-before-seen opportunities to improve clinical practice and engagem… ,0,0,Neutral
294,"Early diagnosis can improve survival outcomes in men with prostatecancer. ‘At-risk’ groups of certain ages, ethnic… ",0.435714286,0.157142857,Positive
295,"AZ Forest is our global initiative to plant 50-million trees by 2025. Together w/local gov’ts, ,… ",0,0,Neutral
296,"At AstraZeneca R&amp;D, we are led by science, but what drives us forward are patients. Learning, not just listening wi… ",0,0,Neutral
297,Environmental Protection is one of our Sustainability priorities. We have been reporting on our work to limit our e… ,0,0,Neutral
298,Chronic kidneydisease (CKD) affects nearly 700 million people worldwide. These patients are in urgent need of impr… ,0.4,0.1,Positive
299,Is partnering critical to advancing resilient health systems and access to healthcare for all? We’re co-hosting an… ,0.8,0,Neutral
300,"In support of our clean heat objectives, we have joined , the leading coalition for organisations committ… ",0.7,0.366666667,Positive
301,"To help tackle the climate crisis, we have accelerated delivery of our  targets and now source 100% renewa… ",0,0,Neutral
302,This year at EASD2020 we are focused on advancing life-changing therapies and sharing real-world insights into the… ,0,0,Neutral
303,"Many people around the world are facing financial challenges during COVID19, and immune-driven diseases like… ",0.25,0.25,Positive
304,Patients with diabetes are twice as likely to develop chronic kidneydisease than those without. With currently no… ,0.7,0,Neutral
305,"Around 80% of prostate cancer cells metastasise and spread to bones, severely limiting the survival of patients. By… ",0,0,Neutral
306,Cancer doesn’t stop during a pandemic and neither should screening. The oncology community needs to try and keep up… ,0,0,Neutral
307,Approximately 20% of men with metastatic castration-resistant prostate cancer (mCRPC) have DNA repair gene defects.… ,0.6,-0.4,Negative
308,"An estimated 18% to 64% of patients with lung cancer will develop brain metastases, making lungcancer the most com… ",0.5,0.5,Positive
309,"ESMO20 has started, albeit in a different format, yet still delivering on its mission: to be the platform where oncologists c…",0.6,0,Neutral
310,Our colleague John Haanen   scientific chair of ESMO2020 Madridathome introducing the lead theme of th…,0,0,Neutral
311,Genetics can influence the risk of developing ovariancancer. Testing for biomarkers commonly associated with cance… ,0.5,-0.3,Negative
312,"Does it really make a difference if you treat a disease earlier in its course? Serban Ghiorghiu, VP Clinical Develo… ",0.35,0.1,Positive
313,"CEO Pascal Soriot: “Our unique R&amp;D culture frees us to ask the right questions, make bold decisions, and collaborat… ",0.734126984,0.331349206,Positive
314,The definition of cure is not absolute when it comes to cancer. Doctors evaluate each patient within the context of… ,0.9,-0.1,Negative
315,Investing in transformative science allows us to dig deeper into complex biology and pioneer new approaches. Find o… ,0.427272727,-0.081818182,Negative
316,We are driven by science to advance our knowledge and shape the future of healthcare. Explore how our R&amp;D teams are… ,0.125,0,Neutral
317,What does it take to turn science into medicines? We believe it’s our unique R&amp;D culture. Click here to find out mo… ,1,0.375,Positive
318,African American men have the highest incidence of prostatecancer worldwide. Barriers that prevent earlier diagnos… ,0.166666667,0,Neutral
319,Register &amp; hear from the experts on the lessons learned from key health partnerships to ensure equitable progress on UHC across…,1,0,Neutral
320,It’s  ActOnNCDs week – our YoungHealthProgramme supports health systems in being accountable for NCD… ,0,0,Neutral
321,"Joining our line up at ClimateWeekNYC 2020 is RE100, EV100, and EP100 member . 

AstraZeneca’s Global Hea…",0,0,Neutral
322,"In a new LabTalk blog, Li-Ming Gan describe how measuring blood flow restrictions in arteries using Fractional Flow… ",0.454545455,0.136363636,Positive
